	podcast1	podcast2	score
3075	Fitzdog Radio	Steve Agee: Uhhh	31497840
3076	Fitzdog Radio	High and Mighty	53671603
3077	Fitzdog Radio	Kumail Nanjiani's The X-Files Files	22258262
3078	Fitzdog Radio	Getting Curious with Jonathan Van Ness	0
3079	Fitzdog Radio	Hollywood Handbook	24591510
3080	Fitzdog Radio	RuPaul: What's The Tee with Michelle Visage	17270942
3081	Fitzdog Radio	Shane And Friends	14632986
3082	Fitzdog Radio	Not Too Deep with Grace Helbig	14389200
3083	Fitzdog Radio	Think Again – a Big Think Podcast	0
3084	Fitzdog Radio	Rationally Speaking	0
3085	Fitzdog Radio	Skepticality: The Official Podcast of Skeptic Magazine	0
3086	Fitzdog Radio	Friendly Atheist Podcast	0
3087	Fitzdog Radio	Snoop Dogg's GGN Podcast	0
3088	Fitzdog Radio	Katie Couric	0
3089	Fitzdog Radio	Entrepreneurial Thought Leaders	0
3090	Fitzdog Radio	The Ezra Klein Show	0
3091	Fitzdog Radio	The Talk Show With John Gruber	0
3092	Fitzdog Radio	Here We Are	0
3093	Fitzdog Radio	Double Date Podcast	14634000
3094	Fitzdog Radio	It's All Happening	17020800
3095	Fitzdog Radio	The Astral Hustle with Cory Allen	0
3096	Fitzdog Radio	Mindrolling with Raghu Markus	25596000
3097	Fitzdog Radio	Chris Grosso The Indie Spiritualist	0
3098	Fitzdog Radio	London Real	0
3099	Fitzdog Radio	Onnit Podcast	17383784
3100	Fitzdog Radio	Brody Stevens Festival Of Sports	0
3101	Fitzdog Radio	The Steven Brody Stevens Festival Of Friendship	0
3102	Fitzdog Radio	Wait Wait... Don't Tell Me!	0
3103	Fitzdog Radio	Superego	0
3104	Fitzdog Radio	Savage Lovecast	0
3105	Fitzdog Radio	Tom Rhodes Radio Smart Camp	41303121
3106	Fitzdog Radio	The Full Charge Power Hour featuring Matt Fulchiron	0
3107	Fitzdog Radio	The 31 with Brandt Tobler	13183576
3108	Fitzdog Radio	Good Times: With Steve Simeone	59255525
3109	Fitzdog Radio	Twisting The Wind with Johnny Pemberton	78830320
3110	Fitzdog Radio	LIVE TO TAPE with Johnny Pemberton	0
3111	Fitzdog Radio	Mohr Stories with Jay Mohr	9596100
3112	Fitzdog Radio	The Pony Hour	12095516
3113	Fitzdog Radio	Jocko Podcast	0
3114	Fitzdog Radio	The Tim Ferriss Show	0
3115	Fitzdog Radio	StarTalk Radio	0
3116	Fitzdog Radio	The Doug Stanhope Podcast	36044216
3117	Fitzdog Radio	Bitch Sesh: A Real Housewives Breakdown	16733450
3118	Fitzdog Radio	Put Your Hands Together with Cam and Rhea	313568746
3119	Fitzdog Radio	Watch What Happens Live with Andy Cohen	6208585
3120	Fitzdog Radio	Rap Radar Podcast	0
3121	Fitzdog Radio	The Vlad Couch	0
3122	Fitzdog Radio	Allegedly with Theo Von & Matthew Cole Weiss	11699875
3123	Fitzdog Radio	This Life #YOULIVE With Dr Drew	35520219
3124	Fitzdog Radio	With Friends Like These	0
3125	Fitzdog Radio	The Axe Files with David Axelrod	0
3126	Fitzdog Radio	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	0
3127	Fitzdog Radio	The James Altucher Show	23811895
3128	Fitzdog Radio	Bulletproof Radio	0
3129	Fitzdog Radio	Revolution Health Radio	0
3130	Fitzdog Radio	UFC Unfiltered with Jim Norton and Matt Serra	53009858
3131	Fitzdog Radio	10% Happier with Dan Harris	0
3132	Fitzdog Radio	Oprah’s SuperSoul Conversations	0
3133	Tin Foil Hat With Sam Tripoli	Alison Rosen Is Your New Best Friend	287095551
3134	Tin Foil Hat With Sam Tripoli	Tangentially Speaking with Christopher Ryan	54495257
3135	Tin Foil Hat With Sam Tripoli	How Did This Get Made?	20960496
3136	Tin Foil Hat With Sam Tripoli	The Todd Glass Show	340938480
3137	Tin Foil Hat With Sam Tripoli	Dumb People Town	53697292
3138	Tin Foil Hat With Sam Tripoli	Doug Loves Movies	21416022
3139	Tin Foil Hat With Sam Tripoli	Getting Doug with High	371845970
3140	Tin Foil Hat With Sam Tripoli	Who Charted?	0
3141	Tin Foil Hat With Sam Tripoli	The Indoor Kids with Kumail Nanjiani and Emily V. Gordon	0
3142	Tin Foil Hat With Sam Tripoli	Comedy Film Nerds	132040024
3143	Tin Foil Hat With Sam Tripoli	The Champs with Neal Brennan + Moshe Kasher	15916068
3144	Tin Foil Hat With Sam Tripoli	Julian Loves Music	0
3145	Tin Foil Hat With Sam Tripoli	Canceled	0
3146	Tin Foil Hat With Sam Tripoli	Stand By Your Band	0
3147	Tin Foil Hat With Sam Tripoli	Truth & Iliza	46501313
3148	Tin Foil Hat With Sam Tripoli	Race Wars	199302541
3149	Tin Foil Hat With Sam Tripoli	The Todd Barry Podcast	39434634
3150	Tin Foil Hat With Sam Tripoli	My Dumb Friends	86903507
3151	Tin Foil Hat With Sam Tripoli	Pleasure Monkey Podcast	0
3152	Tin Foil Hat With Sam Tripoli	Louder With Crowder	43858440
3153	Tin Foil Hat With Sam Tripoli	Doughboys	0
3154	Tin Foil Hat With Sam Tripoli	The Bill Simmons Podcast	0
3155	Tin Foil Hat With Sam Tripoli	Legion of Skanks Podcast	0
3156	Tin Foil Hat With Sam Tripoli	Punch Drunk Sports	275668550
3157	Tin Foil Hat With Sam Tripoli	Hannibal Buress: Handsome Rambler	0
3158	Tin Foil Hat With Sam Tripoli	Pirate Life Radio with Tait Fletcher	403059415
3159	Tin Foil Hat With Sam Tripoli	Hear Me This Book	91399415
3160	Tin Foil Hat With Sam Tripoli	The Jim Rome Podcast	0
3161	Tin Foil Hat With Sam Tripoli	View from the Cheap Seats with the Sklar Brothers	35265028
3162	Tin Foil Hat With Sam Tripoli	All Things Comedy Live	76279122
3163	Tin Foil Hat With Sam Tripoli	Dom Irrera Live from the Laugh Factory	275161445
3164	Tin Foil Hat With Sam Tripoli	Aubrey Marcus Podcast	37197889
3165	Tin Foil Hat With Sam Tripoli	Happy Sad Confused	0
3166	Tin Foil Hat With Sam Tripoli	Off Camera with Sam Jones	0
3167	Tin Foil Hat With Sam Tripoli	Maltin on Movies	0
3168	Tin Foil Hat With Sam Tripoli	How I Built This with Guy Raz	0
3169	Tin Foil Hat With Sam Tripoli	Modern Love	0
3170	Tin Foil Hat With Sam Tripoli	The School of Greatness	0
3171	Tin Foil Hat With Sam Tripoli	The Ringer NBA Show	0
3172	Tin Foil Hat With Sam Tripoli	The Mike Lupica Show	0
3173	Tin Foil Hat With Sam Tripoli	Ask Me Another	0
3174	Tin Foil Hat With Sam Tripoli	Dear Sugars	0
3175	Tin Foil Hat With Sam Tripoli	The Bugle	0
3176	Tin Foil Hat With Sam Tripoli	The Daily Zeitgeist	0
3177	Tin Foil Hat With Sam Tripoli	SModcast	0
3178	Tin Foil Hat With Sam Tripoli	I AM RAPAPORT: STEREO PODCAST	0
3179	Tin Foil Hat With Sam Tripoli	Never Not Funny: The Jimmy Pardo Podcast	0
3180	Tin Foil Hat With Sam Tripoli	The CrabFeast with Ryan Sickler and Jay Larson	618213629
3181	Tin Foil Hat With Sam Tripoli	improv4humans with Matt Besser	0
3182	Tin Foil Hat With Sam Tripoli	Gilbert Gottfried's Amazing Colossal Podcast	0
3183	Tin Foil Hat With Sam Tripoli	Jordan, Jesse GO!	89372784
3184	Tin Foil Hat With Sam Tripoli	Bullseye with Jesse Thorn	0
3185	Tin Foil Hat With Sam Tripoli	Stop Podcasting Yourself	0
3186	Tin Foil Hat With Sam Tripoli	SPONTANEANATION with Paul F. Tompkins	0
3187	Tin Foil Hat With Sam Tripoli	The Pod F. Tompkast	0
3188	Tin Foil Hat With Sam Tripoli	The Dead Authors Podcast	0
3189	Tin Foil Hat With Sam Tripoli	The Bone Zone	59907142
3190	Tin Foil Hat With Sam Tripoli	Economic Rockstar	0
3191	Tin Foil Hat With Sam Tripoli	Don't Ever Change with John Roy	62374456
3192	Tin Foil Hat With Sam Tripoli	The K Ohle with Kurt Braunohler	22870669
3193	Tin Foil Hat With Sam Tripoli	Steve Agee: Uhhh	18205382
3194	Tin Foil Hat With Sam Tripoli	High and Mighty	40539156
3195	Tin Foil Hat With Sam Tripoli	Kumail Nanjiani's The X-Files Files	0
3196	Tin Foil Hat With Sam Tripoli	Getting Curious with Jonathan Van Ness	0
3197	Tin Foil Hat With Sam Tripoli	Hollywood Handbook	0
3198	Tin Foil Hat With Sam Tripoli	RuPaul: What's The Tee with Michelle Visage	0
3199	Tin Foil Hat With Sam Tripoli	Shane And Friends	16899690
3200	Tin Foil Hat With Sam Tripoli	Not Too Deep with Grace Helbig	0
3201	Tin Foil Hat With Sam Tripoli	Think Again – a Big Think Podcast	0
3202	Tin Foil Hat With Sam Tripoli	Rationally Speaking	0
3203	Tin Foil Hat With Sam Tripoli	Skepticality: The Official Podcast of Skeptic Magazine	0
3204	Tin Foil Hat With Sam Tripoli	Friendly Atheist Podcast	0
3205	Tin Foil Hat With Sam Tripoli	Snoop Dogg's GGN Podcast	0
3206	Tin Foil Hat With Sam Tripoli	Katie Couric	0
3207	Tin Foil Hat With Sam Tripoli	Entrepreneurial Thought Leaders	0
3208	Tin Foil Hat With Sam Tripoli	The Ezra Klein Show	0
3209	Tin Foil Hat With Sam Tripoli	The Talk Show With John Gruber	0
3210	Tin Foil Hat With Sam Tripoli	Here We Are	0
3211	Tin Foil Hat With Sam Tripoli	Double Date Podcast	24018276
3212	Tin Foil Hat With Sam Tripoli	It's All Happening	14357723
3213	Tin Foil Hat With Sam Tripoli	The Astral Hustle with Cory Allen	20614635
3214	Tin Foil Hat With Sam Tripoli	Mindrolling with Raghu Markus	0
3215	Tin Foil Hat With Sam Tripoli	Chris Grosso The Indie Spiritualist	17465760
3216	Tin Foil Hat With Sam Tripoli	London Real	0
3217	Tin Foil Hat With Sam Tripoli	Onnit Podcast	149979285
3218	Tin Foil Hat With Sam Tripoli	Brody Stevens Festival Of Sports	21743982
3219	Tin Foil Hat With Sam Tripoli	The Steven Brody Stevens Festival Of Friendship	124950471
3220	Tin Foil Hat With Sam Tripoli	Wait Wait... Don't Tell Me!	0
3221	Tin Foil Hat With Sam Tripoli	Superego	0
3222	Tin Foil Hat With Sam Tripoli	Savage Lovecast	0
3223	Tin Foil Hat With Sam Tripoli	Tom Rhodes Radio Smart Camp	156438256
3224	Tin Foil Hat With Sam Tripoli	The Full Charge Power Hour featuring Matt Fulchiron	40865006
3225	Tin Foil Hat With Sam Tripoli	The 31 with Brandt Tobler	154345437
3226	Tin Foil Hat With Sam Tripoli	Good Times: With Steve Simeone	433896216
3227	Tin Foil Hat With Sam Tripoli	Twisting The Wind with Johnny Pemberton	0
3228	Tin Foil Hat With Sam Tripoli	LIVE TO TAPE with Johnny Pemberton	53152064
3229	Tin Foil Hat With Sam Tripoli	Mohr Stories with Jay Mohr	0
3230	Tin Foil Hat With Sam Tripoli	The Pony Hour	28086168
3231	Tin Foil Hat With Sam Tripoli	Jocko Podcast	0
3232	Tin Foil Hat With Sam Tripoli	The Tim Ferriss Show	23163480
3233	Tin Foil Hat With Sam Tripoli	StarTalk Radio	0
3234	Tin Foil Hat With Sam Tripoli	The Doug Stanhope Podcast	518439295
3235	Tin Foil Hat With Sam Tripoli	Bitch Sesh: A Real Housewives Breakdown	0
3236	Tin Foil Hat With Sam Tripoli	Put Your Hands Together with Cam and Rhea	186004391
3237	Tin Foil Hat With Sam Tripoli	Watch What Happens Live with Andy Cohen	6128424
3238	Tin Foil Hat With Sam Tripoli	Rap Radar Podcast	0
3239	Tin Foil Hat With Sam Tripoli	The Vlad Couch	0
3240	Tin Foil Hat With Sam Tripoli	Allegedly with Theo Von & Matthew Cole Weiss	29258555
3241	Tin Foil Hat With Sam Tripoli	This Life #YOULIVE With Dr Drew	110711539
3242	Tin Foil Hat With Sam Tripoli	With Friends Like These	0
3243	Tin Foil Hat With Sam Tripoli	The Axe Files with David Axelrod	0
3244	Tin Foil Hat With Sam Tripoli	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	0
3245	Tin Foil Hat With Sam Tripoli	The James Altucher Show	0
3246	Tin Foil Hat With Sam Tripoli	Bulletproof Radio	0
3247	Tin Foil Hat With Sam Tripoli	Revolution Health Radio	0
3248	Tin Foil Hat With Sam Tripoli	UFC Unfiltered with Jim Norton and Matt Serra	31548000
3249	Tin Foil Hat With Sam Tripoli	10% Happier with Dan Harris	0
3250	Tin Foil Hat With Sam Tripoli	Oprah’s SuperSoul Conversations	0
3251	Alison Rosen Is Your New Best Friend	Tangentially Speaking with Christopher Ryan	919710870
3252	Alison Rosen Is Your New Best Friend	How Did This Get Made?	376456804
3253	Alison Rosen Is Your New Best Friend	The Todd Glass Show	7036634709
3254	Alison Rosen Is Your New Best Friend	Dumb People Town	982801792
3255	Alison Rosen Is Your New Best Friend	Doug Loves Movies	810954804
3256	Alison Rosen Is Your New Best Friend	Getting Doug with High	2921494092
3257	Alison Rosen Is Your New Best Friend	Who Charted?	294255520
3258	Alison Rosen Is Your New Best Friend	The Indoor Kids with Kumail Nanjiani and Emily V. Gordon	2541514436
3259	Alison Rosen Is Your New Best Friend	Comedy Film Nerds	557181051
3260	Alison Rosen Is Your New Best Friend	The Champs with Neal Brennan + Moshe Kasher	114008236
3261	Alison Rosen Is Your New Best Friend	Julian Loves Music	493271908
3262	Alison Rosen Is Your New Best Friend	Canceled	0
3263	Alison Rosen Is Your New Best Friend	Stand By Your Band	82550175
3264	Alison Rosen Is Your New Best Friend	Truth & Iliza	872554561
3265	Alison Rosen Is Your New Best Friend	Race Wars	749846059
3266	Alison Rosen Is Your New Best Friend	The Todd Barry Podcast	1177469001
3267	Alison Rosen Is Your New Best Friend	My Dumb Friends	666447571
3268	Alison Rosen Is Your New Best Friend	Pleasure Monkey Podcast	0
3269	Alison Rosen Is Your New Best Friend	Louder With Crowder	230478436
3270	Alison Rosen Is Your New Best Friend	Doughboys	844555260
3271	Alison Rosen Is Your New Best Friend	The Bill Simmons Podcast	165153750
3272	Alison Rosen Is Your New Best Friend	Legion of Skanks Podcast	0
3273	Alison Rosen Is Your New Best Friend	Punch Drunk Sports	343796238
3274	Alison Rosen Is Your New Best Friend	Hannibal Buress: Handsome Rambler	131497212
3275	Alison Rosen Is Your New Best Friend	Pirate Life Radio with Tait Fletcher	72243081
3276	Alison Rosen Is Your New Best Friend	Hear Me This Book	178441743
3277	Alison Rosen Is Your New Best Friend	The Jim Rome Podcast	0
3278	Alison Rosen Is Your New Best Friend	View from the Cheap Seats with the Sklar Brothers	928731349
3279	Alison Rosen Is Your New Best Friend	All Things Comedy Live	735004119
3280	Alison Rosen Is Your New Best Friend	Dom Irrera Live from the Laugh Factory	580328799
3281	Alison Rosen Is Your New Best Friend	Aubrey Marcus Podcast	47506995
3282	Alison Rosen Is Your New Best Friend	Happy Sad Confused	127473267
3283	Alison Rosen Is Your New Best Friend	Off Camera with Sam Jones	241570971
3284	Alison Rosen Is Your New Best Friend	Maltin on Movies	328988647
3285	Alison Rosen Is Your New Best Friend	How I Built This with Guy Raz	0
3286	Alison Rosen Is Your New Best Friend	Modern Love	16561831
3287	Alison Rosen Is Your New Best Friend	The School of Greatness	51172014
3288	Alison Rosen Is Your New Best Friend	The Ringer NBA Show	0
3289	Alison Rosen Is Your New Best Friend	The Mike Lupica Show	0
3290	Alison Rosen Is Your New Best Friend	Ask Me Another	155076496
3291	Alison Rosen Is Your New Best Friend	Dear Sugars	0
3292	Alison Rosen Is Your New Best Friend	The Bugle	28965024
3293	Alison Rosen Is Your New Best Friend	The Daily Zeitgeist	131180023
3294	Alison Rosen Is Your New Best Friend	SModcast	120799901
3295	Alison Rosen Is Your New Best Friend	I AM RAPAPORT: STEREO PODCAST	56987648
3296	Alison Rosen Is Your New Best Friend	Never Not Funny: The Jimmy Pardo Podcast	685472300
3297	Alison Rosen Is Your New Best Friend	The CrabFeast with Ryan Sickler and Jay Larson	3070694426
3298	Alison Rosen Is Your New Best Friend	improv4humans with Matt Besser	354934587
3299	Alison Rosen Is Your New Best Friend	Gilbert Gottfried's Amazing Colossal Podcast	55802790
3300	Alison Rosen Is Your New Best Friend	Jordan, Jesse GO!	4228005620
3301	Alison Rosen Is Your New Best Friend	Bullseye with Jesse Thorn	588963094
3302	Alison Rosen Is Your New Best Friend	Stop Podcasting Yourself	1651245098
3303	Alison Rosen Is Your New Best Friend	SPONTANEANATION with Paul F. Tompkins	67947181
3304	Alison Rosen Is Your New Best Friend	The Pod F. Tompkast	920436843
3305	Alison Rosen Is Your New Best Friend	The Dead Authors Podcast	369642490
3306	Alison Rosen Is Your New Best Friend	The Bone Zone	916794067
3307	Alison Rosen Is Your New Best Friend	Economic Rockstar	0
3308	Alison Rosen Is Your New Best Friend	Don't Ever Change with John Roy	1233783956
3309	Alison Rosen Is Your New Best Friend	The K Ohle with Kurt Braunohler	1134614240
3310	Alison Rosen Is Your New Best Friend	Steve Agee: Uhhh	725130760
3311	Alison Rosen Is Your New Best Friend	High and Mighty	251967086
3312	Alison Rosen Is Your New Best Friend	Kumail Nanjiani's The X-Files Files	384679420
3313	Alison Rosen Is Your New Best Friend	Getting Curious with Jonathan Van Ness	36960252
3314	Alison Rosen Is Your New Best Friend	Hollywood Handbook	101850502
3315	Alison Rosen Is Your New Best Friend	RuPaul: What's The Tee with Michelle Visage	149098676
3316	Alison Rosen Is Your New Best Friend	Shane And Friends	248684572
3317	Alison Rosen Is Your New Best Friend	Not Too Deep with Grace Helbig	618750884
3318	Alison Rosen Is Your New Best Friend	Think Again – a Big Think Podcast	48142520
3319	Alison Rosen Is Your New Best Friend	Rationally Speaking	0
3320	Alison Rosen Is Your New Best Friend	Skepticality: The Official Podcast of Skeptic Magazine	0
3321	Alison Rosen Is Your New Best Friend	Friendly Atheist Podcast	52586117
3322	Alison Rosen Is Your New Best Friend	Snoop Dogg's GGN Podcast	6002892
3323	Alison Rosen Is Your New Best Friend	Katie Couric	17581702
3324	Alison Rosen Is Your New Best Friend	Entrepreneurial Thought Leaders	0
3325	Alison Rosen Is Your New Best Friend	The Ezra Klein Show	0
3326	Alison Rosen Is Your New Best Friend	The Talk Show With John Gruber	0
3327	Alison Rosen Is Your New Best Friend	Here We Are	21224840
3328	Alison Rosen Is Your New Best Friend	Double Date Podcast	358421421
3329	Alison Rosen Is Your New Best Friend	It's All Happening	382652900
3330	Alison Rosen Is Your New Best Friend	The Astral Hustle with Cory Allen	20320416
3331	Alison Rosen Is Your New Best Friend	Mindrolling with Raghu Markus	700879050
3332	Alison Rosen Is Your New Best Friend	Chris Grosso The Indie Spiritualist	0
3333	Alison Rosen Is Your New Best Friend	London Real	0
3334	Alison Rosen Is Your New Best Friend	Onnit Podcast	0
3335	Alison Rosen Is Your New Best Friend	Brody Stevens Festival Of Sports	63267144
3336	Alison Rosen Is Your New Best Friend	The Steven Brody Stevens Festival Of Friendship	119078029
3337	Alison Rosen Is Your New Best Friend	Wait Wait... Don't Tell Me!	12735688
3338	Alison Rosen Is Your New Best Friend	Superego	78888908
3339	Alison Rosen Is Your New Best Friend	Savage Lovecast	17738224
3340	Alison Rosen Is Your New Best Friend	Tom Rhodes Radio Smart Camp	767141565
3341	Alison Rosen Is Your New Best Friend	The Full Charge Power Hour featuring Matt Fulchiron	491172334
3342	Alison Rosen Is Your New Best Friend	The 31 with Brandt Tobler	355344954
3343	Alison Rosen Is Your New Best Friend	Good Times: With Steve Simeone	496345289
3344	Alison Rosen Is Your New Best Friend	Twisting The Wind with Johnny Pemberton	203135994
3345	Alison Rosen Is Your New Best Friend	LIVE TO TAPE with Johnny Pemberton	443014738
